UIC_Query,URL,Заглавие (Статус),Състояние към дата,ЕИК/ПИК,Фирмено дело,Фирма/Наименование,Правна форма,Държава,Област и Община,Населено място,Адрес,Предмет на дейност,Физическо лице,Other_Data
203954182,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203954182,"""РАТИОНАЛ ФИЛМС"" ЕООД",18.09.2026г.,203954182,,РАТИОНАЛ ФИЛМС,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пазарджик, Община: Брацигово","гр. Брацигово, п.к. 4579","бул./ул. СЛАВЧО КАРНАЛОВ № 10 Телефон: 0887527587, Адрес на електронна поща: reni_49@abv.bg","ПРОИЗВОДСТВО НА ФИЛМИ И ТЕЛЕВИЗИОННИ ПРЕДАВАНИЯ. ТЕХНИЧЕСКИ ДЕЙНОСТИ, СВЪРЗАНИ С ПРОИЗВОДСТВО НА ФИЛМИ И ТЕЛЕВИЗИОННИ ПРЕДАВАНИЯ, ПОСТПРОДУКЦИЯ. РАЗПРОСТРАНЕНИЕ НА ФИЛМИ И ТЕЛЕВИЗИОННИ ПРЕДАВАНИЯ, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, КОЯТО НЕ E ЗАБРАНЕНА ОТ ЗАКОНА.",,"{""4. Изписване на чужд език"": ""RATIONAL FILMS"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 591\nКлас по НКИД:"", ""7. Управители"": ""РАЙНА КОСТАДИНОВА ШИШКОВА-ТОМОВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""РАЙНА КОСТАДИНОВА ШИШКОВА-ТОМОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
203954190,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203954190,"""ТРЪСТ ИМПЕКС"" ЕООД",18.09.2026г.,203954190,,ТРЪСТ ИМПЕКС,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Русе, Община: Русе","гр. Русе, п.к. 7000","бул./ул. ДОЙРАН № 15, вх. 2, ап. ОФИС 7","ПОКУПКА НА СТОКИ И ВЕЩИ В СТРАНАТА И ЧУЖБИНА С ЦЕЛ ПРЕПРОДАЖБА В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД, ПРОДАЖБА НА СТОКИ СОБСТВЕНО ПРОИЗВОДСТВО, КАКТО И ВСИЧКИ ДРУГИ ДЕЙНОСТИ, РАЗРЕШЕНИ ОТ ЗАКОНА.",,"{""4. Изписване на чужд език"": ""TRUST IMPEX"", ""7. Управители"": ""ТИБЕРИУС-ЛИВИУ ТОДЕРАШКУ, Държава: РУМЪНИЯ"", ""23. Едноличен собственик на капитала"": ""ТИБЕРИУС-ЛИВИУ ТОДЕРАШКУ, Държава: РУМЪНИЯ"", ""31. Размер"": ""10.23 €"", ""32. Внесен капитал"": ""10.23 €""}"
204265891,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204265891,"""САМАРА-56"" ЕООД",18.09.2026г.,204265891,,САМАРА-56,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Благоевград, Община: Хаджидимово","с. Копривлен, п.к. 2921","бул./ул. Драма № 70, бл. -, вх. -, ет. -, ап. -","покупка на стоки или други вещи с цел да ги препродаде в първоначален, преработен или обработен вид; търговия с природни камъни , мрамор, гранит и гнайс и свързаната с тях обработка както и всяка незабранена от закона дейност",,"{""4. Изписване на чужд език"": ""SAMARA-56"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: Благоевград, Община: Хаджидимово\nНаселено място: с. Копривлен, п.к. 2921\nбул./ул. Драма № 70"", ""7. Управители"": ""НИКОЛАОС АНТОНИОС САМАРАС, Държава: ГЪРЦИЯ"", ""23. Едноличен собственик на капитала"": ""НИКОЛАОС АНТОНИОС САМАРАС, Държава: ГЪРЦИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
204265902,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204265902,"ЕТ ""НАДЕЖДА-ДИМИТЪР КОСТОВ"" - Заличен търговец/ЮЛНЦ",18.09.2026г.,,,,,,,,,,,"{""27. Заличаване на търговеца/ЮЛНЦ"": ""Заличен търговец/ЮЛНЦ""}"
205368257,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=205368257,"""Ем Ер Табако"" ЕООД",18.09.2026г.,205368257,,Ем Ер Табако,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пловдив, Община: Карлово","гр. Карлово, п.к. 4300","бул./ул. УЛ. ОСВОБОЖДЕНИЕ № 22, вх. А Адрес на електронна поща: mrtabacco@abv.bg","Търговия на дребно в неспециализирани магазини, предимно с хранителни продукти, напитки и тютюневи изделия, всички видове транспортна и спедиторска дейност в страната и чужбина; туристическа и туроператорска дейност; маркетинг и инженеринг; хотелиерска и рестъорантъорска дейност; производство, търговия, внос и износ на всички видове стоки и услуги, незабранени със закон; производство, преработка, съхранение, изкупуване и търговия с всички видове селскостопански стоки и храни; дейност на посредничество и представителство в страната и чужбина за физически и юридически лица, както и всякаква друга дейност, незабранена от закона, а когато за извършването й е необходим лиценз, разрешение и др. подобни - след получаването му.",,"{""4. Изписване на чужд език"": ""M R Tabacco LTD"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: Пловдив, Община: Карлово\nНаселено място: гр. Карлово, п.к. 4300\nбул./ул. УЛ. ОСВОБОЖДЕНИЕ № 22, вх. А"", ""7. Управители"": ""ДИАНА ИВАНОВА ДИМИТРОВА, Държава: БЪЛГАРИЯ"", ""11. Начин на представляване"": ""поотделно"", ""23. Едноличен собственик на капитала"": ""ДИАНА ИВАНОВА ДИМИТРОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""102.26 €"", ""32. Внесен капитал"": ""102.26 €""}"
205368264,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=205368264,"""ГЛОБИ СТОР"" ЕООД",18.09.2026г.,205368264,,ГЛОБИ СТОР,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1231","р-н Надежда, ж.к. Надежда 4, бул./ул. Ломско шосе № 166","Вътрешно и външнотърговска дейност, реекспорт, търговско представителство, посредничество и агентство на български и чуждестранни физически и юридически лица в страната и в чужбина, производство, изкупуване, преработка, съхранение и реализация на селскостопанска продукция, промишлени стоки и предмети на бита, внос, износ и търговия на едро и дребно с електроника, мобилни устройства, аксесоари и части за мобилни устройства, осъществяване на пълно рекламно, консултантско и счетоводно обслужване на юридически и физически лица, организации и учреждения, извършване на всякаква рекламна, консултантска дейност, преводи и легализация, издателска, разпоредителска и печатна дейност, както и всяка друга дейност незабранена от закона.",,"{""4. Изписване на чужд език"": ""GLOBY STORE LTD"", ""7. Управители"": ""Шефкет Ирфанов Шефкетов, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Шефкет Ирфанов Шефкетов, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
205368271,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=205368271,"""АВЕНДИ КАПИТАЛ"" ЕООД",18.09.2026г.,205368271,,АВЕНДИ КАПИТАЛ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1309","р-н Възраждане, бул./ул. бул. ДИМИТЪР ПЕТКОВ № 128 Телефон: 0888 174 805, Адрес на електронна поща: Avendik89@abv.bg","Търговия на едро и дребно в страната и чужбина с всякакъв вид стоки, транспортни услуги, строителни, ремонтни дейности в страната и чужбина, проектантски услуги, посредничество и други дейности, незабранени от закона.",,"{""4. Изписване на чужд език"": ""AVENDI KAPITAL EOOD"", ""7. Управители"": ""ПЕТЪР ИВАНОВ ДЖИГОВСКИ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ПЕТЪР ИВАНОВ ДЖИГОВСКИ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""2.56 €"", ""32. Внесен капитал"": ""2.56 €""}"
128612132,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=128612132,"ЕТ ""ДИВА ТРАНС - Куна Димитрова"" - Заличен търговец/ЮЛНЦ",18.09.2026г.,,,,,,,,,,,"{""27. Заличаване на търговеца/ЮЛНЦ"": ""Заличен търговец/ЮЛНЦ""}"
206887187,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206887187,"""ГРАМАДА-04"" ЕООД",18.09.2026г.,206887187,,ГРАМАДА-04,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Плевен, Община: Плевен","гр. Славяново, п.к. 5840",бул./ул. ул. КОКИЧЕ № 1 Телефон: 0897398530,"ПРЕРАБОТКА И ТЪРГОВИЯ СЪС СТОКИ И ВЕЩИ В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД; ПРОИЗВОДСТВО НА ХРАНИТЕЛНИ, СЕЛСКОСТОПАНСКИ, БИТОВИ И ДРУГИ ВИДОВЕ СТОКИ; ТЪРГОВИЯ НА ЕДРО И ДРЕБНО С ВСИЧКИ РАЗРЕШЕНИ СТОКИ-ПРОМИШЛЕНИ И ХРАНИТЕЛНИ, В СТРАНАТА И ЧУЖБИНА; АВТОТРАНСПОРТНА ДЕЙНОСТ В СТРАНАТА И ЧУЖБИНА; ТЪРГОВИЯ С ЛЕКИ АВТОМОБИЛИ, ТОВАРНИ АВТОМОБИЛИ И ТРАКТОРИ И С РЕЗЕРВНИ ЧАСТИ ЗА ТЯХ; ВНОС И ИЗНОС НА ПЪТНО-СТРОИТЕЛНА ТЕХНИКА; СТРОИТЕЛНА И СТРОИТЕЛНО-РЕМОНТНА ДЕЙНОСТ В СТРАНАТА И ЧУЖБИНА; СТРОИТЕЛНО-МОНТАЖНИ РАБОТИ, ХИДРОИЗОЛАЦИИ, ДЪРВОДЕЛСКИ УСЛУГИ, СТРОИТЕЛСТВО И РЕМОНТ НА ЖИЛИЩА, ОФИСИ И СЕЛСКОСТОПАНСКИ СГРАДИ, НИСКО И ВИСОКО СТРОИТЕЛСТВО, ПЪТНО СТРОИТЕЛСТВО, ЛОГИСТИКА, В СТРАНАТА И ЧУЖБИНА; КОМИСИОННА ТЪРГОВИЯ, КОНСИГНАЦИОННА ТЪРГОВИЯ, РАЗКРИВАНЕ НА МАГАЗИНИ, ЩАНДОВЕ, ПАВИЛИОНИ, КАФЕНЕТА; ДОСТАВКА НА ИНТЕРНЕТ УСЛУГИ/СЛЕД ЛИЦЕНЗИРАНЕ/; ПОСРЕДНИЧЕСКА ДЕЙНОСТ ПРИ ПОКУПКО-ПРОДАЖБА И ОТДАВАНЕ ПОД НАЕМ НА НЕДВИЖИМИ ИМОТИ, ВКЛЮЧИТЕЛНО ЗЕМЕДЕЛСКИ ЗЕМИ И ВСЯКА ДРУГА ДЕЙНОСТ НЕЗАБРАНЕНА ОТ ДЕЙСТВАЩОТО ЗАКОНОДАТЕЛСТВО, А КОГАТО ИМА РЕГИСТРАЦИОНЕН ИЛИ РАЗРЕШИТЕЛЕН РЕЖИМ - СЛЕД ИЗВЪРШВАНЕТО НА РЕГИСТРАЦИЯТА, СЪОТВЕТНО - СЛЕД ПОЛУЧАВАНЕ НА СЪОТВЕТНОТО РАЗРЕШЕНИЕ ИЛИ ЛИЦЕНЗ.",,"{""4. Изписване на чужд език"": ""„GRAMADA-04,,EOOD"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 6392\nКлас по НКИД: Други информационни услуги"", ""7. Управители"": ""НАЗЪМ КУДРЕТ ЯШАРОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""НАЗЪМ КУДРЕТ ЯШАРОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""511.29 €"", ""32. Внесен капитал"": ""511.29 €""}"
206887194,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206887194,"""ЕМ ЕС - БЛИЗНАЦИ"" ЕООД",18.09.2026г.,206887194,,ЕМ ЕС - БЛИЗНАЦИ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Варна, Община: Аврен","с. Близнаци, п.к. 9132",бул./ул. ул. Васил Левски № 5,"ТЪРГОВИЯ С ХРАНИТЕЛНИ СТОКИ; ХОТЕЛИЕРСКА, ТУРИСТИЧЕСКА ДЕЙНОСТ И РЕСТОРАНТЬОРСТВО /СЛЕД ЛИЦЕНЗ/; ТЪРГОВИЯ НА ЕДРО И ДРЕБНО; ВЪТРЕШНО И ВЪНШНО – ТЪРГОВСКА ДЕЙНОСТ; ВНОС И ИЗНОС НА СТОКИ, МАШИНИ И СЪОРАЖЕНИЯ; ТРАНСПОРТНА ДЕЙНОСТ /СЛЕД ЛИЦЕНЗ/; СДЕЛКИ С НЕДВИЖИМА СОБСТВЕНОСТ; СДЕЛКИ С ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ; СПЕДИТОРСКА ДЕЙНОСТ; ТУРИСТИЧЕСКА АГЕНТСКА И ТУРИСТИЧЕСКА ТУРОПЕРАТОРСКА ДЕЙНОСТ; КОНСУЛТАНСКИ УСЛУГИ; ПОКУПКИ НА СТОКИ ИЛИ ДРУГИ ВЕЩИ С ЦЕЛ ПРОДАЖБА В ПЪРВОНОЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД; ПРОДАЖБА НА ЦИГАРИ И АЛКОХОЛ, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, НЕЗАБРАНЕНА ОТ ЗАКОНИТЕ НА РЕПУБЛИКА БЪЛГАРИЯ.",,"{""4. Изписване на чужд език"": ""EM ES - BLIZNATSI Ltd"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: Варна, Община: Аврен\nНаселено място: с. Близнаци, п.к. 9132\nбул./ул. ул. Васил Левски № 5"", ""7. Управители"": ""ЕЛИЦА СТАЙКОВА МАРИНОВА, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ЕЛИЦА СТАЙКОВА МАРИНОВА, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1023.00 €"", ""32. Внесен капитал"": ""1023.00 €""}"
206887205,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206887205,"""АРАМИС ИНВЕСТ"" ЕООД",18.09.2026г.,206887205,,АРАМИС ИНВЕСТ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1421","р-н Лозенец, бул./ул. Бисер № 2, ет. 15, ап. 54","Вътрешна и външна тъpговия, покупка на стоки или други вещи с цел продажба в първоначален, преработен или обработен вид, пpоизводcтво и тъpговия c пpомишлeни, xpанитeлни, ceлcкоcтопанcки, битови cтоки, поcpeдничecки и комиcионepcки уcлуги, тъpговcко пpeдcтавитeлcтво, поcpeдничecтво и агeнтcтво на мecтни и чуждecтpанни лица в cтpаната и чужбина, както и вcяка дpуга тьpговcка дeйноcт, нeзабpанeна от закона",,"{""4. Изписване на чужд език"": ""ARAMIS INVEST Ltd."", ""7. Управители"": ""ДИМИТЪР ЕМИЛОВ ХРИСТОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ДИМИТЪР ЕМИЛОВ ХРИСТОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""51.13 €"", ""32. Внесен капитал"": ""51.13 €""}"
206887212,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206887212,"""Кокиче 1300"" ООД",18.09.2026г.,206887212,,Кокиче 1300,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1000","р-н Оборище, бул./ул. Московска № 27, вх. А, ет. 1, ап. 4","Хотелиерство и туризъм;Покупка, ремонт или обзавеждане на недвижими имоти;Сделки с недвижими имоти; Отдаване по наем на недвижими имоти;Външнотърговска и външноикономическа дейност; Агентство и посредничество на местни и чуждестранни физически и юридически лица;Комисионни сделки; Консултантска дейност;Всякаква друга дейност, която не е забранена от закона.",,"{""4. Изписване на чужд език"": ""Kokiche 1300 OOD"", ""7. Управители"": ""Паскал Дъфи, Държава: ФРАНЦИЯ\nТома Пол Жорж Боглен, Държава: ФРАНЦИЯ\nНевин Хасан Дъфи, Държава: БЪЛГАРИЯ\nМИХАИЛ ГЕОРГИЕВ МАНДОВ, Държава: БЪЛГАРИЯ"", ""11. Начин на представляване"": ""по друг начин:\nзаедно и поотделно"", ""19. Съдружници"": ""Паскал Дъфи, Държава: ФРАНЦИЯ\nТома Пол Жорж Боглен, Държава: ФРАНЦИЯ\nНевин Хасан Дъфи, Държава: БЪЛГАРИЯ\nМИХАИЛ ГЕОРГИЕВ МАНДОВ, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 4157.00 лв."", ""31. Размер"": ""5112.92 €""}"
206762924,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206762924,"""ЕМ ЕС АСЕТ ДЕВЕЛОПМЕНТ"" ЕООД",18.09.2026г.,206762924,,ЕМ ЕС АСЕТ ДЕВЕЛОПМЕНТ,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1309","р-н Красна поляна, ж.к. Разсадник-Коньовица, бул./ул. Александър Стамболийски № 233, вх. 1, ателие 9","Строителство, продажба и отдаване под наем отдаване под наем на недвижими имоти, както и всяка друга дейност, която не е забранена със закон, като в случай, че за осъществяването на съответния вид дейност се изисква получаването на лиценз/разрешение, същата ще се извършва след издаването му от компетентния за това орган.",,"{""4. Изписване на чужд език"": ""MS Asset Development Ltd."", ""7. Управители"": ""Андрей Валериев Тепешанов, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Андрей Валериев Тепешанов, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""74150.00 €"", ""32. Внесен капитал"": ""74150.00 €"", ""33. Непарична вноска"": ""Описание: 1/4(една четвърт) идеални части от правото на собственост върху ПОЗЕМЛЕН ИМОТ с идентификатор 23251.8.701 /две, три, две, пет, едно, точка, осем, точка, седем, нула, едно/ съгласно кадастралната карта и кадастралните регистри, одобрени със Заповед РД-18-1169/28.05.2018 г. на изпълнителния директор на АГКК, с адрес на имота с. Драгичево, местност „Серемеш“, община Перник, област Перник, с площ от 3 666 кв. м. /три хиляди шестстотин шестдесет и шест квадратни метра/, с трайно предназначение на територията: Урбанизирана, с начин на трайно ползване: ниско застрояване /до 10 метра/, предишен идентификатор 23251.8.13 /две, три, две, пет, едно, точка, осем, точка, едно, три/ и 23251.8.7 /две, три, две, пет, едно, точка, осем, точка, седем/, номер по предходен план: 008013 /нула, нула, осем, нула, едно, три/, при граници на поземления имот: имоти с идентификатори: 23251.8.11 /две, три, две, пет, едно, точка, осем, точка, едно, едно/, 23251.8.12 /две, три, две, пет, едно, точка, осем, точка, едно, две/, 23251.40.5 /две, три, две, пет, едно, точка, четири, нула, точка, пет/, 23251.8.700 /две, три, две, пет, едно, точка, осем, точка, седем, нула, нула/, 23251.18.8 /две, три, две, пет, едно, точка, едно, осем, точка, осем/ и 23251.8.211 /две, три, две, пет, едно, точка, осем, точка, две, едно, едно/.\nСтойност: 32075.00 лв.\nНомер на акт за назначаване на вещи лица: 20220325135247-3/05.04.2022\nОписание: 3/4(три четвърти) идеални части от правото на собственост върху ПОЗЕМЛЕН ИМОТ с идентификатор 23251.8.701 /две, три, две, пет, едно, точка, осем, точка, седем, нула, едно/ съгласно кадастралната карта и кадастралните регистри, одобрени със Заповед РД-18-1169/28.05.2018 г. на изпълнителния директор на АГКК, с адрес на имота с. Драгичево, местност „Серемеш“, община Перник, област Перник, с площ от 3 666 кв. м. /три хиляди шестстотин шестдесет и шест квадратни метра/, с трайно предназначение на територията: Урбанизирана, с начин на трайно ползване: ниско застрояване /до 10 метра/, предишен идентификатор 23251.8.13 /две, три, две, пет, едно, точка, осем, точка, едно, три/ и 23251.8.7 /две, три, две, пет, едно, точка, осем, точка, седем/, номер по предходен план: 008013 /нула, нула, осем, нула, едно, три/, при граници на поземления имот: имоти с идентификатори: 23251.8.11 /две, три, две, пет, едно, точка, осем, точка, едно, едно/, 23251.8.12 /две, три, две, пет, едно, точка, осем, точка, едно, две/, 23251.40.5 /две, три, две, пет, едно, точка, четири, нула, точка, пет/, 23251.8.700 /две, три, две, пет, едно, точка, осем, точка, седем, нула, нула/, 23251.18.8 /две, три, две, пет, едно, точка, едно, осем, точка, осем/ и 23251.8.211 /две, три, две, пет, едно, точка, осем, точка, две, едно, едно/.\nСтойност: 96225.00 лв.\nНомер на акт за назначаване на вещи лица: 20220325135247-3/05.04.2022""}"
206762931,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206762931,"""ЗЕДКО"" ЕООД",18.09.2026г.,206762931,,ЗЕДКО,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1463","р-н Триадица, бул./ул. бул. Патриарх Евтимий № 82","Производство и покупка на стоки с цел продажба, дистрибуция, внос и износ, представителство, предоставяне на комисионни и консултантски услуги, както и всяка друга дейност, която не е забранена от законите на Република България.",,"{""4. Изписване на чужд език"": ""ZEDCO EOOD"", ""7. Управители"": ""Константинос Василиос Зиогас, Държава: ГЪРЦИЯ"", ""23. Едноличен собственик на капитала"": ""Константинос Василиос Зиогас, Държава: ГЪРЦИЯ"", ""31. Размер"": ""2556.46 €"", ""32. Внесен капитал"": ""2556.46 €""}"
206762949,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206762949,"""ХЕВ КОНСУЛТ"" ООД - Заличен търговец/ЮЛНЦ",18.09.2026г.,,,,,,,,,,,"{""27. Заличаване на търговеца/ЮЛНЦ"": ""Заличен търговец/ЮЛНЦ""}"
207901871,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207901871,"""Изи Агро Продакшън"" ЕООД",18.09.2026г.,207901871,,Изи Агро Продакшън,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1756","р-н Студентски, ж.к. Дървеница, бл. 50, офис 5","Проектиране и строителство, изграждане на инфраструктурни обекти, инженерингова дейност, строеж и обзавеждане на сгради и съоръжения, изграждане и управление на екологични обекти, производство и търговия с различни видове стоки, посредничество и агентство на местни и чуждестранни физически и юридически лица в страната и чужбина, вътрешна и външна търговия, внос и износ на стоки, както и всички други дейности, незабранени от закона.",,"{""7. Управители"": ""ДАМЯН АТАНАСОВ ИВАНОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ДАМЯН АТАНАСОВ ИВАНОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
207901889,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=207901889,"""НИКИ ТРАНС 90"" ЕООД",18.09.2026г.,207901889,,НИКИ ТРАНС 90,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пловдив, Община: Асеновград","с. Тополово, п.к. 4260",бул./ул. Иван Асен II № 1 Адрес на електронна поща: borislav_61@abv.bg,"сухопътен транспорт в страната и чужбина, търговия на едро и на дребно с промишлени стоки, посредничество, внос, износ, търговия с хранителни стоки и предмети за бита, както и всяка друга дейност, незабранена от закона.",,"{""4. Изписване на чужд език"": ""Niki Trans 90 EOOD"", ""7. Управители"": ""Николай Ангелов Китипов, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""Николай Ангелов Китипов, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""5.11 €"", ""32. Внесен капитал"": ""5.11 €""}"
200040961,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=200040961,"""ЕМ ЕС ДЖИ"" ООД",18.09.2026г.,200040961,,ЕМ ЕС ДЖИ,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Пазарджик, Община: Пазарджик","с. Главиница, п.к. 4409",бул./ул. ул.4-ТА № 1,"ПОКУПКА, СТРОЕЖ ИЛИ ОБЗАВЕЖДАНЕ НА НЕДВИЖИМИ ИМОТИ С ЦЕЛ ПРОДАЖБА;ПОКУПКА НА СТОКИ ИЛИ ДРУГИ ВЕЩИ С ЦЕЛ ПРЕПРОДАЖБА В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД;ПРОДАЖБА НА СТОКИ ОТ СОБСТВЕНО ПРОИЗВОДСТВО;ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И ПОСРЕДНИЧЕСТВО;КОМИСИОННИ, СПЕДИЦИОННИ, ПРЕВОЗНИ, СКЛАДОВИ И ЛИЦЕНЗИОННИ СДЕЛКИ;СТОКОВ КОНТРОЛ, ХОТЕЛИЕРСКИ, ТУРИСТИЧЕСКИ, РЕКЛАМНИ, ИНФОРМАЦИОННИ, ПРОГРАМНИ, ИМПРЕСАРСКИ ИЛИ ДРУГИ УСЛУГИ;СДЕЛКИ С ИНТЕЛЕКТУАЛНА СОБСТВЕНОСТ; ЛИЗИНГ.",,"{""6а. Основна дейност по НКИД"": ""Група по НКИД:\nКлас по НКИД: ПОКУПКА, СТРОЕЖ ИЛИ ОБЗАВЕЖДАНЕ НА НЕДВИЖИМИ ИМОТИ С ЦЕЛ ПРОДАЖБА"", ""7. Управители"": ""СТОЯН ХРИСТОВ ТРОЯНОВ"", ""19. Съдружници"": ""СТОЯН ХРИСТОВ ТРОЯНОВ, Размер на дяловото участие: 2500.00 лв.\nГЕОРГИОС ЙЕРОТЕОС МЕКСИАС, Размер на дяловото участие: 2500.00 лв."", ""31. Размер"": ""2556.46 €"", ""32. Внесен капитал"": ""2556.46 €""}"
200040979,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=200040979,"ЕТ ""Росисервиз-Димка Делчева""",18.09.2026г.,200040979,,Росисервиз-Димка Делчева,Едноличен търговец,БЪЛГАРИЯ,"Област: Хасково, Община: Хасково","гр. Хасково, п.к. 6300","ж.к. кв.Дружба, бул./ул. Иван Асен № 23-27, вх. Б, ет. 5, ап. 24 Телефон: 038 6373 53","търговия със земеделска техника, градинска техника, горскостопанска техника, промишлени стоки, както и друга незабранена от закона дейност.",ДИМКА ПАНАЙОТОВА ДЕЛЧЕВА,"{""4. Изписване на чужд език"": ""Rosyservice-Dimka Delcheva""}"
