UIC_Query,URL,Заглавие (Статус),Състояние към дата,ЕИК/ПИК,Фирмено дело,Фирма/Наименование,Правна форма,Държава,Област и Община,Населено място,Адрес,Предмет на дейност,Физическо лице,Other_Data
203620193,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203620193,"""БЕЛЦАНТО"" ЕООД",11.09.2026г.,203620193,,БЕЛЦАНТО,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Търговище, Община: Попово","гр. Попово, п.к. 7800","бул./ул. ""Генерал Баранов"" № 1","Посредническа, комисионна и консултантска дейност, маркетинг, рекламна дейност, производство, изкупуване, преработка, съхранение и реализация на хранителни и промиялени стоки и предмети за бита, кетеринг, ресторантьорство и хотилиерство, търговско представителство на български и чуждестранни физически и юридически лица в страната и чужбина, както и всяка друга дейност незабранена от закона и след снабдяване с изискващо се разрешение.",,"{""4. Изписване на чужд език"": ""\""BELCANTO\""LTD"", ""7. Управители"": ""ЯНА СТОРОЩУК, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ЯНА СТОРОЩУК, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
203620204,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203620204,"""ЕЙЧ ДИ ГРУП"" ЕООД",11.09.2026г.,203620204,,ЕЙЧ ДИ ГРУП,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Велико Търново, Община: Велико Търново","гр. Велико Търново, п.к. 5000","ж.к. ЧОЛАКОВЦИ, бул./ул. ул.БЯЛА БОНА № 10, вх. А, ет. 3, ап. 5","Покупка на стоки и други вещи с цел продажба в първоначален, обработен или преработен вид. Търговска дейност с хранителна дейност, ресторантьорство и обществено хранене. Търговия на едро и дребно в страната и извън нея, търговско представителство и посредничество, придобиване на дялове в други дружества, придобиване и отчуждаване на движими и недвижими вещи и вещни права, извършване на строителни, монтажни, ремонтни дейности, инвестиране в недвижими имоти, застрояване на терени, покупко-продажба на имоти, транспортни, консултантски и други услуги, и всички други дейности незабраненн от закона.",,"{""4. Изписване на чужд език"": ""HD GROUP"", ""7. Управители"": ""ИВАН ДЕНЧЕВ КЪНЧЕВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ИВАН ДЕНЧЕВ КЪНЧЕВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1022.58 €"", ""32. Внесен капитал"": ""1022.58 €""}"
206777278,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=206777278,"""МОНИ СТРОЙ 2000"" ЕООД",11.09.2026г.,206777278,,МОНИ СТРОЙ 2000,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София, Община: Златица","гр. Златица, п.к. 2080",бул./ул. Захари и Мария Сергиеви № 2,"Ремонт и изграждане на водопровод и канализация, ремонт и изграждане на железопътни трасета, Търговска дейност – експлоатация на търговски обекти за продажба на стоки и за предоставяне на услуги, вътрешна и външна търговия, търговско представителство и посредничество, комисионна дейност, рекламна и информационна дейност, транспортни услуги в страната и чужбина /след придобиване на съответните лицензи/, производство и продажба на битови и промишлени стоки; както и всякаква друга търговска дейност, сделки и услуги, незабранени със закон",,"{""4. Изписване на чужд език"": ""Moni Story 2000"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: София, Община: Златица\nНаселено място: гр. Златица, п.к. 2080\nбул./ул. Захари и Мария Сергиеви № 2"", ""7. Управители"": ""ВАЛЕРИ РУМЕНОВ ДИМИТРОВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ВАЛЕРИ РУМЕНОВ ДИМИТРОВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""306.78 €"", ""32. Внесен капитал"": ""306.78 €""}"
204623107,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204623107,"""ЕМ ТИ БИ къмпани"" ООД",11.09.2026г.,204623107,,ЕМ ТИ БИ къмпани,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1202","р-н Възраждане, бул./ул. ул.”Георг Вашингтон” № 39","покупка на стоки или други вещи с цел да ги препродаде в първоначален, преработен или обработен вид, търговско представителство, посредничество и агентство на местни и чужди физически и юридически лица; комисионни, спедиционни и превозни сделки в страната и чужбина; складови сделки; хотелиерски, туристически, рекламни, информационни, програмни, импресарски услуги; сделки с недвижими имоти, както и извършването на всички други сделки, които не са забранени от закона.",,"{""7. Управители"": ""ВИХЪР АБАС АЛИ, Държава: БЪЛГАРИЯ"", ""19. Съдружници"": ""МУСТАФА АБУД МАДЖИД, Държава: ИРАК, Размер на дяловото участие: 40.00 лв.\nМАСАР АБУД МАДЖИД, Държава: ИРАК, Размер на дяловото участие: 40.00 лв.\nБАРЕК АБУД МАДЖИД, Държава: ИРАК, Размер на дяловото участие: 40.00 лв."", ""31. Размер"": ""61.36 €"", ""32. Внесен капитал"": ""61.36 €""}"
204623114,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=204623114,"ЕТ ""Лавела-Радослав Владимиров""",11.09.2026г.,204623114,,Лавела-Радослав Владимиров,Едноличен търговец,БЪЛГАРИЯ,"Област: София (столица), Община: Столична","гр. София, п.к. 1359","р-н Люлин, ж.к. Люлин 4, бл. 435, вх. А, ап. 14","Търговия с всякакви незабранени от закона стоки, консултантски услуги, както и всяка друга дейност, която не е забранена от закона.",Радослав Владимиров Владимиров,
125534582,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=125534582,"""М.Р. ГРУП"" ЕООД",11.09.2026г.,125534582,224/1995 350,М.Р. ГРУП,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Търговище, Община: Търговище","гр. Търговище, п.к. 7700","бул./ул. ул. МИТРОПОЛИТ АНДРЕЙ № 1, вх. Г, ет. 1, ап. 3","ТЪРГОВИЯ НА ЕДРО И ДРЕБНО С ХРАНИТЕЛНИ И ПРОМИШЛЕНИ СТОКИ; РАЗВИТИЕ НА ВЕРИГА ОТ СУПЕРМАРКЕТИ; ПРОИЗВОДСТВО И ПРЕРАБОТКА НА ХРАНИТЕЛНИ И ПРОМИШЛЕНИ СТОКИ; ПОКУПКО-ПРОДАЖБА НА СТОКИ И ВЕЩИ В СТРАНАТА И ЧУЖБИНА; КОМИСИОННА, СЕРВИЗНА, РЕМОНТНА, ТРАНСПОРТНА, СПЕДИЦИОННА, СКЛАДОВА, РЕКЛАМНА, ТУРИСТИЧЕСКА, ХОТЕЛИЕРСКА, ЛИЗИНГОВА ДЕЙНОСТИ; ТЪРГОВСКО ПРЕДСТАВИТЕЛСТВО И ПОСРЕДНИЧЕСТВО; БАРТЕРНИ СДЕЛКИ; КОНСУЛТАНТСКА ДЕЙНОСТ; ВЪНШНОТЪРГОВСКА ДЕЙНОСТ; ВНОС-ИЗНОС; ГРАЖДАНСКО ПРОЕКТИРАНЕ И СТРОИТЕЛСТВО; ПОКУПКО-ПРОДАЖБА НА НЕДВИЖИМИ ИМОТИ И ВСИЧКИ ДРУГИ ДЕЙНОСТИ, НЕЗАБРАНЕНИ СЪС ЗАКОН. СЛЕД СНАБДЯВАНЕ С ЛИЦЕНЗ ЗА СЪОТВЕТНИТЕ ДЕЙНОСТИ, ЗА КОИТО СЕ ИЗИСКВА ТАКЪВ.",,"{""7. Управители"": ""ЗДРАВКО ДИМИТРОВ МИНЕВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ЗДРАВКО ДИМИТРОВ МИНЕВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""2582.02 €"", ""32. Внесен капитал"": ""2582.02 €""}"
203228908,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203228908,"""АВС-ДОБРИЧ"" ООД",11.09.2026г.,203228908,,АВС-ДОБРИЧ,Дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Добрич, Община: Добрич","гр. Добрич, п.к. 9300","ж.к. Добротица, бул./ул. ул. Любен Станчев до бл. 24","търговия с бързооборотни стоки, външнотърговска и вътрешнотърговска дейност, строителна дейност, транспортна дейност, производствена дейност, както и всяка друга дейност, незабранена от закона",,"{""7. Управители"": ""КАМЕН ПЕЕВ АТАНАСОВ, Държава: БЪЛГАРИЯ\nМИНЧО МАНОЛОВ МИНЧЕВ, Държава: БЪЛГАРИЯ"", ""11. Начин на представляване"": ""по друг начин:\nзаедно и поотделно"", ""19. Съдружници"": ""САШКА КОСТОВА АТАНАСОВА, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 1250.00 лв.\nКАМЕН ПЕЕВ АТАНАСОВ, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 1250.00 лв.\nМИНЧО МАНОЛОВ МИНЧЕВ, Държава: БЪЛГАРИЯ, Размер на дяловото участие: 2500.00 лв."", ""31. Размер"": ""2556.46 €"", ""32. Внесен капитал"": ""2556.46 €""}"
203228915,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203228915,"""ГРАЦ 2013"" ЕООД",11.09.2026г.,203228915,,ГРАЦ 2013,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Плевен, Община: Плевен","гр. Плевен, п.к. 5800","бул./ул. ул. САН СТЕФАНО № 15, вх. А, ет. 3, ап. 4","Производство, съхранение и търговия на едро и дребно на облекла и изделия от текстил и кожа, шивашки услуги, добив, преработка, съхранение и продажба на дървесина, дървен материал и изделия от дърво, производство и продажба на дребно и едро на декоративни култури, посевен и посадъчен материал, лесокултурни дейности, търговия на метални изделия, ремонтно и строителна дейност, пътностроителна дейност, поддръжка на пътища, извършване на услуги за дезинсекция, дезинфекция и дератизация, производство, преработка, съхранение и реализация на растениевъдна и животновъдна продукция, хотелиерство, фризьорски и козметични услуги, счетоводни, проектантски и консултантски услуги, организиране на спортни и развлекателни мероприятия, рекламна и импресарска дейност, транспортна дейност в страната и чужбина, добив, преработка и търговия на инертни материали, търговия на едро и дребно с хранителни и нехранителни продукти, външнотьрговска дейност, авторемонтни, автобояджийски и автотенекеджийски услуги, разкриване на пунктове за извършване на годишни технически прегледи на МПС, производство и търговия с алуминиева и PVC дограма, рибовъдство и аквакултуринг, производство и продажба на цветя, копирни услуги, фото услуги, ресторантьорство, организиране на курсове за специализация, преквалификация и чуждоезиково обучение и информационно осигуряване на представители на фирми и специалисти, както за разкриване на възможности за делови контакти между фирми в страната и чужбина от всякакъв вид включително субекти на интелектуалната собственост и Ноу-Хау разработени и лицензирани по съответния ред, туроператорски дейности.",,"{""7. Управители"": ""ВЕНЦИСЛАВ ВЕСЕЛИНОВ ВУТЕВ, Държава: БЪЛГАРИЯ"", ""23. Едноличен собственик на капитала"": ""ВЕНЦИСЛАВ ВЕСЕЛИНОВ ВУТЕВ, Държава: БЪЛГАРИЯ"", ""31. Размер"": ""1.02 €"", ""32. Внесен капитал"": ""1.02 €""}"
203228922,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203228922,"ЕТ ""ДАНИ 14 - ЙОРДАНКА БИЛЮКОВА""",11.09.2026г.,203228922,,ДАНИ 14 - ЙОРДАНКА БИЛЮКОВА,Едноличен търговец,БЪЛГАРИЯ,"Област: Пловдив, Община: Карлово","гр. Карлово, п.к. 4300",бул./ул. УЛ.ЗЛАТНА ЛИВАДА № 24,"ПОКУПКА НА СТОКИ С ЦЕЛ ПРОДАЖБА В ПЪРВОНАЧАЛЕН, ПРЕРАБОТЕН ИЛИ ОБРАБОТЕН ВИД, ПРОИЗВОДСТВО НА СТОКИ С ЦЕЛ ПРОДАЖБА, КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, НЕЗАБРАНЕНА СЪС ЗАКОН.",ЙОРДАНКА КОСТОВА БИЛЮКОВА,"{""4. Изписване на чужд език"": ""DANI 14 - YORDANKA BILYUKOVA ET""}"
203228932,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203228932,"ЕТ ""М-РАЙ - МУХЕМЕР АХМЕД""",11.09.2026г.,203228932,,М-РАЙ - МУХЕМЕР АХМЕД,Едноличен търговец,БЪЛГАРИЯ,"Област: Разград, Община: Исперих","с. Печеница, п.к. 7428",бул./ул. ул. Пирин № 10 Телефон: 0899394590,"ВЪНШНА И ВЪТРЕШНА ТЪРГОВИЯ НА ЕДРО И ДРЕБНО С ВСЯКАКЪВ ВИД СТОКИ ЗА ПРОМИШЛЕННО И ЛИЧНО ПОТРЕБЛЕНИЕ, РАЗРЕШЕНИ ОТ ЗАКОНА; РАЗКРИВАНЕ НА СОБСТВЕННИ ТЪРГОВСКИ ОБЕКТИ; ПРОИЗВОДСТВО НА СТОКИ С ЦЕЛ ПРОДАЖБА; ПРЕДПРИЕМАЧЕСКА ДЕЙНОСТ; МАРКЕТИНГОВИ ПРОУЧВАНИЯ И СПЕЦИАЛИЗИРАН АНАЛИЗ НА ПАЗАРИ И ТЪРГОВСКИ ПРЕДПРИЯТИЯ, РЕКЛАМНА ДЕЙНОСТ; КОНСУЛТАНСКА ДЕЙНОСТ; ИЗГОТВЯНЕ НА ИНВЕСТИЦИОННИ ПРОЕКТИ; ФИНАНСОВИ И СЧЕТОВОДНИ УСЛУГИ; ПРЕДСТАВИТЕЛСТВО И ПОСРЕДНИЧЕНСТВО НА БЪЛГАРСКИ И ЧУЖДEСТРАННИ ФИЗИЧЕСКИ И ЮРИДИЧЕСКИ ЛИЦА; СПЕДИТОРСКА И ТРАНСПОРТНА ДЕЙНОСT; РАЗРАБОТКА НА ИНФОРМАЦИОННИ ТЕХНОЛОГИИ И ПРОИЗВОДСТВЕНИ ИНОВАЦИИ; ПОКУПКО-ПРОДАЖБА НА ДВИЖИМО И НЕДВИЖИМО ИМУЩЕСТВО; КАКТО И ВСЯКА ДРУГА ДЕЙНОСТ, НЕЗАБРАНЕНА ОТ ДЕЙСТВАЩОТО ЗАКОНОДАТЕЛСТВО.",МУХЕМЕР РЕШАД АХМЕД,"{""4. Изписване на чужд език"": ""M-RAY - MUHEMER AHMED"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 4711\nКлас по НКИД: Търговия на едро и дребно""}"
203228947,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=203228947,"""НСИ-3"" ЕООД",11.09.2026г.,203228947,,НСИ-3,Еднолично дружество с ограничена отговорност,БЪЛГАРИЯ,"Област: Варна, Община: Варна","гр. Варна, п.к. 9000","р-н Одесос, бул./ул. ул. ЮДЖИЙН СКАЙЛЕР № 1, ет. 2, ап. 8 Телефон: 052 602 169, Адрес на електронна поща: nazarchuk_59@mail.ru","вътрешно и външнотърговска дейност, консултантска, експертна, финансова, счетоводна и одиторска дейност; комисионна, спедиционна. складова и превозна дейност; търговско представителство и посредничество; туристическа, рекламна, информационна дейност, сделки с интелектуална собственост; оценка, покупка, строеж или обзавеждане на недвижими имоти е цел продажба, ресторантьорство, хотелиерство и дейности, обслужващи туристическата дейност, както и всяка друга стопанска дейност незабранена със закон",,"{""4. Изписване на чужд език"": ""NSI-3 OOD"", ""7. Управители"": ""СЕРГЕЙ НАЗАРЧУК, Държава: КАЗАХСТАН"", ""23. Едноличен собственик на капитала"": ""СЕРГЕЙ НАЗАРЧУК, Държава: КАЗАХСТАН"", ""31. Размер"": ""15.34 €"", ""32. Внесен капитал"": ""15.34 €""}"
103149299,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=103149299,"ЕТ ""М-РЕМИ - МИЛКО ВЕСЕЛИНОВ""",11.09.2026г.,103149299,4168/1990 310,М-РЕМИ - МИЛКО ВЕСЕЛИНОВ,Едноличен търговец,БЪЛГАРИЯ,"Област: Варна, Община: Варна","гр. Варна, п.к. 9000","р-н Приморски, ж.к. ЧАЙКА, бл. 51, вх. Б, ет. 6, ап. 34","Сервиз на електродомакински уреди, оказион, заложна къща, разносна търговия, превоз на пътници и товари, посредническа дейност, селскостопанска дейност, проектиране и изработка на документации, шивашки услуги, фризьорски услуги, програмно осигуряване на микропроцесорни системи и изработване на електронни системи.",МИЛКО ГЕОРГИЕВ ВЕСЕЛИНОВ,"{""4. Изписване на чужд език"": ""М-RЕМI - МИLКО VЕSЕLINОV"", ""6а. Основна дейност по НКИД"": ""Група по НКИД: 4771\nКлас по НКИД: ТЪРГОВИЯ НА ДРЕБНО""}"
103149308,https://portal.registryagency.bg/CR/Reports/ActiveConditionTabResult?uic=103149308,"ЕТ ""ГЕОРГИЕВ-КИРО ГЕОРГИЕВ""",11.09.2026г.,103149308,2944/1995 310,ГЕОРГИЕВ-КИРО ГЕОРГИЕВ,Едноличен търговец,БЪЛГАРИЯ,"Област: Варна, Община: Дългопол","гр. Дългопол, п.к. 9250",бул./ул. Йордан Йовков № 12,"Вътрешна и външна търговия, обществено хранене, внос-износ, изкупуване, преработка на селскостопанска продукция, строителство, транспорт, ремонтни услуги на всякаква техника; отдаване под наем на касети; производство на мебелен, строителен и транспортен обков.",КИРО ГЕОРГИЕВ КИРОВ,"{""4. Изписване на чужд език"": ""GEORGIEV-KIRO GEORGIEV"", ""5а. Адрес за кореспонденция с НАП на територията на страната"": ""Държава: БЪЛГАРИЯ\nОбласт: Варна, Община: Дългопол\nНаселено място: гр. Дългопол, п.к. 9250\nбул./ул. Йордан Йовков № 12""}"
